Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat
SNX,TD SYNNEX Corporation,144.44,USD,NYSE,-0.585036823,11911545116,USD,16.88290436,1.183839218,130.0143283,22.13766278,0.145600777,20.31653478,1.368517089,146.182381,127.718175,140.3838,1.3208039,1.2704203,2.862820571,8.827027859,9.702270254,42.59979833,1.144569917
WCC,"WESCO International, Inc.",211.02,USD,NYSE,0.720729321,10268806520,USD,16.52195019,0.826929502,357.3472042,32.70863468,8.672365846,30.50092764,3.659674805,209.7447619,183.28775,198.6252,1.8424865,1.622209,5.673759625,13.77618379,10.66856883,71.88192817,1.144346864
ING,INGBSK,330,PLN,GPW,-5.035971223,12314232283,USD,9.418775902,7.341107872,137.7521614,21.10091743,12.82051282,8.910891089,1.851851852,338,295.4,322.63,1.4827864,0.964239,8.821809228,28.68862773,8.600182713,42.83232134,1.144211239
INCY,Incyte Corporation,86.53,USD,NASDAQ,0.382830626,16897244009,USD,19.67127398,0,-8.491962775,34.32163924,20.75076751,35.41259135,28.04084049,79.48095238,69.486075,73.239,0.71555555,0.40097168,2.055600943,24.29895694,25.28198663,90.48499811,1.143840005
ANTO,ANTOFAGASTA PLC ORD GBP0.05,2131,GBX,LSE,-0.234082397,28240749003,USD,24.89704998,1.122977316,97.13228492,15.909709,16.35271635,21.84105203,6.337325349,2029.571429,1775.1075,1924.5,1.66382,2.0131993,49.23594718,11.87795429,12.02488889,54.10347738,1.143351278
BA.,BAE SYSTEMS ORD GBP0.025,1764.5,GBX,LSE,0.28417164,69029653837,USD,27.12967757,1.910828025,231.299299,34.38690023,37.63650546,-4.414951246,-5.414098097,1779.952381,1558.8675,1839.16,0.4323364,0.54672575,44.22718166,17.89383174,9.100650897,67.60845444,1.141824036
DANSKE,DANSKE BANK A/S,275.4,DKK,OMXCOP,-0.108813928,34794716041,USD,9.86015338,6.183486239,179.650682,35.4648303,16.89303905,8.297286669,7.326578332,265.9047619,232.93625,260.994,0.30264014,0.42485407,3.990513485,13.32341389,0.908848472,60.65515602,1.141534484
MOS,Mosaic Company (The),32.61,USD,NYSE,0.493066256,10349707418,USD,11.05836074,2.650231125,83.20224719,18.40958606,21.90654206,-6.050129646,-8.270042194,33.8652381,29.67225,35.1862,1.1264066,1.1032469,0.957783382,7.795783642,6.543248199,34.26599847,1.141310082
POW,POWER CORP OF CANADA,58.02,CAD,TSX,0.834202294,26634761612,USD,13.63476136,4.084115398,128.1557216,48.08575804,20.17398509,14.34765471,6.791827719,56.55809524,49.57175,54.574,0.6010423,0.1618156,0.775214168,12.06630686,0.700924296,82.60739784,1.140934005
CPNG,"Coupang, Inc.",28.22,USD,NYSE,-2.149791956,51446898608,USD,142.0946626,0,-55.55905512,23.98945518,11.58560696,4.402515723,-10.07010835,28.89547619,25.3327,29.4207,1.1586306,0.9767831,0.722673849,8.547008547,7.899234129,39.97757787,1.140639418
STT,State Street Corporation,112.36,USD,NYSE,0.420055412,31876008915,USD,12.59118975,2.716954151,65.47864507,39.16274461,12.43870709,18.4232715,3.624458176,111.3604762,97.632775,107.6992,1.4997294,1.1484797,2.029220945,10.9393305,1.1939331,70.02472321,1.140605459
DRS,"Leonardo DRS, Inc.",41.04,USD,NASDAQ,-0.048709206,10921713884,USD,44.11006019,0.438382854,468.4210526,48.37310195,28.33020638,0.934579439,-11.36069114,42.9152381,37.65045,44.6718,0.6574851,1.2847881,1.412604267,9.988014383,10.85373925,77.63788777,1.139833338
IMO,IMPERIAL OIL,117.43,CAD,TSX,1.504019362,42949884070,USD,12.93054087,2.281960411,441.1520737,15.54659057,14.52116247,19.83875906,4.979438584,115.8395238,101.7017,112.8284,1.2224897,1.283118,1.988602985,19.20506795,16.16583685,49.9065121,1.13901266
CR,Crane Company,188.7,USD,NYSE,-0.684210526,10859088658,USD,35.60108671,0.457894737,151.6,26.78043537,9.131918339,12.88585786,1.675736839,193.3838095,169.788,189.5306,1.2669019,1.2637985,4.125083838,18.22836052,19.39566369,48.79821157,1.138972186
BALN,BALOISE N,216.8,CHF,SIX,0,12103845068,USD,25.60589597,3.756957328,51.82072829,36.18090452,28.8941736,12.91666667,10.55583886,205.8428571,180.804,197.098,0.8202653,0.59011775,2.781634493,11.1865343,0.761940872,77.99174479,1.13848619
AGS,AGEAS,62.75,EUR,EURONEXT,-0.15910899,14214219472,USD,10.30428428,3.895071542,69.09188442,42.09692029,22.67839687,8.846487424,8.376511226,60.84761905,53.4528,58.567,0.78223586,0.68743557,0.645456903,14.73573217,1.392287241,73.62180459,1.138342969
CCH,COCA-COLA HBC AG ORD CHF6.70(CDI),3916,GBX,LSE,-0.709939148,19227017084,USD,18.58207718,2.169822322,93.00147856,43.86480529,18.95504253,-2.344139651,-3.260869565,3893.904762,3421.07,3903.24,1.0912372,0.38502944,71.99559965,28.56054236,18.55204296,60.47570817,1.138212536
FSLR,"First Solar, Inc.",192,USD,NASDAQ,-6.994768456,20591548828,USD,16.41923787,0,156.684492,-13.51351351,18.18293734,24.6672294,7.66254521,188.3438095,165.5888,174.7486,1.4799839,0.96135205,10.08342219,15.91586687,15.23566231,29.33665323,1.137418772
RBC,RBC Bearings Incorporated,390.52,USD,NYSE,-0.570322843,12325825141,USD,49.11521676,0,203.1046259,35.24970562,5.443352414,9.906563098,-0.089543838,396.2904762,348.5837,387.8584,1.7153517,0.9338627,8.697933197,8.556998801,8.617520931,50.59962113,1.136858884
SYF,Synchrony Financial,71.23,USD,NYSE,-0.488963398,26501660974,USD,8.655236521,1.466890193,195.560166,50.65566836,10.95015576,27.95042213,3.569611051,70.85571429,62.3259,68.5582,1.4813251,1.6871558,1.586393181,20.23267266,,89.55624625,1.136858261
DIDIY,DiDi Global Inc.,6.24,USD,OTC,3.482587065,29055697315,USD,73.49823322,0,-62.52252252,62.92428198,28.39506173,27.60736196,11.03202847,5.506190476,4.844959,5.273204,0.5590217,0.29227376,0.280022363,3.644475368,2.774719793,118.9267057,1.13647824
ORLY,"O'Reilly Automotive, Inc.",102.87,USD,NASDAQ,-1.086538462,87284858281,USD,36.79316141,0,233.4448156,35.9526717,17.40553672,13.38696778,9.511896524,101.247619,89.11511575,95.2868,0.55936825,0.28550497,1.71336887,,49.2390775,66.7451762,1.136144168
BNP,BNP PARIBAS ACT.A,82.83,EUR,EURONEXT,0.132978723,1.08442E+11,USD,8.789914361,5.749609891,128.5911349,35.43165468,16.92546584,6.863630499,5.853035144,80.73619048,71.0665,78.2338,1.5726682,1.224737,1.451127307,9.49631801,1.379597198,59.22075101,1.136065382
CTPNV,CTP NV,18.6,EUR,EURONEXT,-0.214592275,10368548844,USD,7.476785786,3.161843516,32.38434164,10.7142923,13.97058824,15.38461538,0.107642626,18.61142857,16.3919,18.0104,0.94248384,0.62069523,0.322831636,15.99863667,,40.06949592,1.135403984
CBOE,"Cboe Global Markets, Inc.",249.25,USD,CBOE,-1.06378756,26069090816,USD,29.21971349,1.000277855,169.4885934,21.26593364,19.25266734,10.00529614,5.426782844,246.9461905,217.709875,238.1602,0.45644745,-0.11097231,4.646648324,20.63590735,,50.52389712,1.134290259
PINS,"Pinterest, Inc.",34.87,USD,NYSE,-1.719278467,23709146034,USD,12.46514621,0,2.709867452,10.13897663,-12.29879276,12.92098446,-8.38150289,37.00047619,32.64075,36.2344,0.77623314,1.1918788,1.203982485,48.08256074,5.151344781,10.76116833,1.133566974
BN,Brookfield Corporation,64.1,USD,NYSE,0.078064012,1.05706E+11,USD,145.2084058,0.533754078,131.5061109,37.34733233,6.160980457,13.5719348,-3.245283019,66.00119048,58.237325,63.9223,0.773519,0.2737549,1.264070997,1.866962719,,57.08024759,1.133314253
FLUT,Flutter Entertainment plc,295,USD,NYSE,0.159576274,51949371262,USD,145.3058812,0,87.00475436,43.13440078,3.099989515,25.63349091,-3.418019906,297.497619,262.5966875,289.3772,1.1623063,1.2018639,7.15149238,3.642153448,5.390334572,71.8678812,1.132906976
A5G,AIB Group PLC,7.2,EUR,EURONEXT,0.208768267,17818154885,USD,8.050089445,5.140236275,592.3076923,37.14285714,14.74103586,7.784431138,8.761329305,7.005714286,6.188275,6.8823,1.3639212,1.4019198,0.156750607,16.08210827,5.746139643,59.66832414,1.132094854
ROKU,"Roku, Inc.",90.61,USD,NASDAQ,2.418899062,13349628987,USD,,0,-39.39130435,45.39473684,-3.287437293,33.46590072,-0.428571429,87.78428571,77.544325,86.8141,2.0496817,2.5092947,3.489008642,-2.469455514,-4.347301387,75.57320027,1.132053
CHRW,"C.H. Robinson Worldwide, Inc.",122.8,USD,NASDAQ,1.420548398,14501595255,USD,27.95483518,2.048232574,26.66322847,23.20658172,22.29857584,28.58638743,26.5327151,114.6242857,101.2556,104.1148,0.86296076,0.8105704,2.638485297,32.4331346,24.25462787,74.09154499,1.1320291
GD,General Dynamics Corporation,316.53,USD,NYSE,-0.299231448,85144463851,USD,21.2538945,1.839485952,110.3329125,6.751880206,29.09053834,15.20655141,7.232874856,314.2347619,277.69555,301.4984,0.4933055,0.67150044,3.891172295,17.91476675,13.58560875,51.04896995,1.131580113
JPM,JP Morgan Chase & Co.,291.47,USD,NYSE,-0.26348207,8.01471E+11,USD,14.9552323,1.813577881,196.0589132,35.92780861,8.627757901,13.49635918,-0.010291595,292.947619,258.8928,287.6842,1.1069715,-3.909574,5.041952948,16.12528603,2.754810225,58.05192569,1.131540232
WELL,Welltower Inc.,166.94,USD,NYSE,0.572323634,1.11507E+11,USD,137.8985627,1.614555094,198.9613181,42.94032023,11.04902548,12.67548596,3.895942245,165.2185714,146.0202,158.908,0.91518575,0.348789,2.911595987,3.482484812,,66.66483167,1.131477504
ADM,Archer-Daniels-Midland Company,61.12,USD,NYSE,0.642186728,29365988354,USD,26.90140845,3.326197925,39.47968964,4.05175349,30.76593924,28.40336134,12.91335673,57.3647619,50.70365,55.2226,0.66193163,0.43340915,1.317979938,4.930683297,3.11227587,63.22105407,1.13137342
FFIV,"F5, Inc.",314.23,USD,NASDAQ,-0.493999177,18051624941,USD,27.70841049,0,130.3907911,59.79150775,2.854243724,12.54253071,4.603861518,313.7138095,277.40945,302.866,1.0332618,0.96478885,7.09199124,20.58435195,17.94551959,75.18828219,1.130869224
CCL.A,CCL INDUSTRIES INC,77.29,CAD,TSX,0,10402140038,USD,17.33037356,1.418606014,56.14141414,-0.386647764,9.646758405,-1.277302337,-3.133224715,78.45666667,69.3976,74.5854,0.7377881,0.33288145,0.91990296,15.19541068,13.33301483,7.982808304,1.130538616
INTU,Intuit Inc.,697.76,USD,NASDAQ,-0.198812844,1.94638E+11,USD,56.77923346,0.595008224,114.5171704,4.191491586,20.1894755,-3.088888889,-9.080721871,750.4252381,663.986,758.7528,1.2871251,0.5591745,15.41374631,17.83858855,17.8462244,21.29207819,1.13018232
CEZ,CEZ,1241,CZK,PSECZ,-0.160901046,31421341434,USD,26.13192728,3.790322581,167.4568966,37.88888889,20.71984436,2.816901408,0.242326333,1243.095238,1100.6625,1229.1,0.88660866,0.23587753,6.282265107,10.86811018,10.77728685,61.42563466,1.129406369
VRSN,"VeriSign, Inc.",272.24,USD,NASDAQ,0.302114804,25429554235,USD,32.49230182,0.283693169,32.20026223,52.16589347,16.39659669,-2.906665716,-4.27230212,273.7114286,242.691575,279.7594,0.7772045,0.6230224,5.979344826,,469.6969697,65.65582444,1.127815947
HLMA,HALMA ORD GBP0.10,3234,GBX,LSE,-0.369685767,16442149570,USD,41.37666325,0.707899571,45.93862816,25.93457944,9.850543478,11.36363636,0.372439479,3249.428571,2883.315,3217.68,0.6479541,0.99634343,45.53732252,16.30407877,15.0867627,47.14875928,1.126976612
USFD,US Foods Holding Corp.,77.38,USD,NYSE,-1.814490547,17423778997,USD,33.07827128,0,241.1816578,32.97817494,8.37535014,2.857902433,-7.782147539,80.53952381,71.4755,79.5936,1.4371042,0.76243395,1.836210761,11.4766006,12.86464411,44.21142752,1.126813017
NIO,NIO Inc.,5.54,USD,NYSE,9.270216963,10160002304,USD,,0,-59.38416422,40.96692112,23.93736018,45.40682415,19.26803014,4.796190476,4.256675,4.2068,1.4174993,0.55577207,0.276086317,-240.4220424,-51.51264035,110.3111054,1.126745753
DHI,"D.R. Horton, Inc.",161.87,USD,NYSE,-0.918161229,48257255180,USD,12.97461506,0.918161229,109.7033294,-11.02621888,25.34458727,37.21285072,11.92007191,155.2085714,137.89415,141.3054,1.3433648,0.46142703,5.007927805,16.273245,15.65995526,51.53121912,1.125563133
NSC,Norfolk Southern Corporation,284.35,USD,NYSE,-0.399313461,63795149157,USD,19.21128017,1.891484816,34.05148029,17.50971155,14.32534577,20.29868427,1.655226655,280.6947619,249.5632,269.1218,1.2977163,0.9359312,4.763905033,24.10862206,11.06337948,52.13374158,1.124744201
MTX,MTU AERO ENGINES AG,379.2,EUR,XETR,-0.446311368,23776775862,USD,24.52606865,0.579557429,156.302805,42.87867908,21.30518234,10.3930131,-1.812532367,378.8095238,336.835,376.19,1.0505564,0.98811054,8.253405581,24.74226804,17.40448273,74.57687453,1.124614496
LDOS,"Leidos Holdings, Inc.",180.44,USD,NYSE,0.155417407,23149971037,USD,17.06352959,0.876998224,101.406407,20.09317804,39.70269433,16.30785097,11.96326632,171.3833333,152.4133,163.212,0.6612018,0.7224038,3.404884583,30.75573105,20.20494876,76.10372334,1.124464422
FNV,FRANCO NEVADA CORP,252.72,CAD,TSX,2.158622362,34980944742,USD,44.42881755,0.832361549,28.34941595,48.99186417,26.18964398,10.73525546,17.01083434,234.3871429,208.44965,227.6904,0.44418767,0.78482807,5.327007892,12.89557214,14.29982217,85.9167636,1.124430494
SLHN,SWISS LIFE HOLDING AG N,903.6,CHF,SIX,-0.286912381,31726131320,USD,21.22287542,3.858024691,144.6128924,34.86567164,17.93265466,9.288824383,8.034433286,877.1619048,780.155,838.32,1.1196662,0.5418541,8.833379462,16.58767773,2.044670979,62.08715068,1.124343117
REP,"REPSOL, S.A.",13.895,EUR,BME,0.324909747,18429407022,USD,21.71772429,5.794203962,107.3880597,11.11555378,6.475095785,19.42415127,6.06870229,13.41142857,11.930275,13.0336,1.2811213,0.80371016,0.234973121,3.241713287,1.233037207,37.01480083,1.124150832
FFH,FAIRFAX FINANCIAL HLDGS LTD,2420.72,CAD,TSX,2.248804636,42052583060,USD,8.797125577,0.911697205,496.2217679,53.59995939,18.73084073,5.458696012,-1.026645351,2406.531905,2140.9156,2421.0236,0.90323555,0.060317945,35.55004377,19.07093087,6.373820116,77.78949613,1.124066687
THC,Tenet Healthcare Corporation,177.39,USD,NYSE,-2.500824448,15672583468,USD,11.3560125,0,559.4423792,13.96723418,30.12764085,11.32099153,-3.276990185,165.0433333,146.8822,168.1368,1.522756,0.99701643,4.948163293,41.08527132,13.41078838,55.41586655,1.123644208
BMPS,BANCA MONTE PASCHI SIENA,8.145,EUR,MIL,0.221483942,11881537789,USD,6.092908438,10.4622871,-73.58843222,56.63461538,29.24468423,9.91902834,13.67759944,7.786904762,6.931245,7.35746,0.87253904,1.4718455,0.184035795,15.13120416,1.252612008,95.79832795,1.123449649
NA,NATIONAL BANK OF CANADA,150.82,CAD,TSX,0.366007853,42466123917,USD,14.37805064,3.034537832,125.9475655,27.88942593,22.0325269,17.98482359,5.95756639,146.8633333,130.72655,142.3868,0.19328173,0.096481115,1.242433514,13.56210578,1.653881803,67.90677643,1.12343922
TKO,"TKO Group Holdings, Inc.",184.24,USD,NYSE,0.892612672,36533964303,USD,84.82504604,0.416187503,328.7642541,54.91465568,12.45803577,18.20864879,9.666666667,174.3657143,155.2276,173.1472,0.74708885,0.87627363,5.215252186,5.108157989,7.422639242,85.58134024,1.123290667
FRE,FRESENIUS SE+CO.KGAA O.N.,47.75,EUR,XETR,0.378389741,30781915445,USD,23.9060779,2.120890774,22.40451794,47.42204839,31.65150262,10.22622345,13.15165877,43.98380952,39.1726,42.8692,0.96769124,0.7353336,0.721432265,7.299817773,6.476541485,89.29977446,1.122820786
NEM,NEMETSCHEK SE,121.4,EUR,XETR,0,16273445007,USD,74.46939026,0.4511895,92.54560179,32.82275421,3.407155026,2.447257384,-4.784313725,127.752381,113.80725,125.17,0.6191526,1.2964221,3.190382315,23.55194723,22.60977713,38.67716661,1.122532887
EDNR,EDISON R,2.2,EUR,MIL,0.686498856,12010268027,USD,,4.063205418,139.1304348,41.47909968,16.4021164,14.10788382,8.910891089,2.163571429,1.92751,2.0774,0.44265658,0.14765848,0.038513679,2.206727454,10.5740842,71.9890999,1.122469626
EDP,EDP S.A,3.85,EUR,EURONEXT,-0.05192108,18476468384,USD,21.44846797,5.205622072,-10.19360858,3.633916555,27.77962164,10.37844037,-0.362318841,3.761857143,3.35143,3.75636,0.9818464,1.3116939,0.051912184,6.772486188,4.657324189,41.79197856,1.12246329
WSM,"Williams-Sonoma, Inc.",197.21,USD,NYSE,-1.033773272,24256448659,USD,22.32397555,1.234505947,292.8486056,41.08599227,-6.906155589,24.71384304,13.39773446,196.8366667,175.40245,178.9928,1.472899,1.4686828,5.348769365,51.09683873,41.70333737,58.89367972,1.122200213
AENA,"AENA, S.M.E., S.A.",25.5,EUR,BME,0.275265435,44270706082,USD,18.9422077,3.083307332,115.7360406,44.23076923,20.6244087,5.809128631,8.119567522,24.63738095,21.963975,23.7059,0.9270745,0.6753761,0.307660183,26.60818399,19.3313433,70.66430657,1.121717765
URW,UNIBAIL-RODAMCO-WESTFIELD,90.78,EUR,EURONEXT,0.088202867,15078728935,USD,17.00286565,3.832676303,127.2340369,27.60753623,11.6330546,13.70240481,9.347145266,87.70857143,78.2646,83.7756,1.9988627,0.9016571,1.301362993,5.050822181,,52.94299564,1.120667216
CNA,CENTRICA ORD GBP0.061728395,165.65,GBX,LSE,0.090634441,10476033623,USD,,2.733070149,260.2653328,31.99203187,15.3551532,4.051507538,1.656949985,164.4809524,146.7725,162.116,1.0106971,0.8832385,3.21394019,-5.950493842,54.04768008,51.39869261,1.120652386
AZO,"AutoZone, Inc.",4127.69,USD,NYSE,-0.731343643,69050944466,USD,27.93539995,0,240.678106,29.03265134,20.83755379,7.073392806,10.65332722,3975.156667,3548.36425,3804.4468,0.37794217,0.3391484,70.28467299,,43.47125486,56.94359794,1.120278637
BLK,"BlackRock, Inc.",1124.75,USD,NYSE,-0.328766638,1.83543E+11,USD,27.18488136,1.827269021,91.48592053,30.49960551,13.32607885,17.54224624,2.615684986,1125.620952,1004.77875,1080.9778,1.4322087,1.1587647,19.20757226,14.35182591,,61.3679306,1.120267474
SOF,SOFINA,262.2,EUR,EURONEXT,-0.757002271,10335114739,USD,6.540055972,0.914861837,7.239263804,22.06703911,13.80208333,3.391167192,-5,271.8285714,242.757,269.64,1.4670975,1.076794,5.290192724,14.02385098,,39.26028963,1.119755852
XYL,Xylem Inc.,140.22,USD,NYSE,-1.163036583,34130906079,USD,36.44539169,1.071403397,76.20005026,4.175334324,7.811779179,13.47414421,6.428842505,140.0004762,125.08455,133.8418,1.1010059,1.0534357,2.259526599,8.760214803,8.094222906,25.46125771,1.119246751
CAH,"Cardinal Health, Inc.",151.57,USD,NYSE,-0.902255639,36193953784,USD,23.53754173,1.3255966,201.7519411,38.7622448,19.4310929,-0.38120276,-4.342063743,154.1771429,137.90325,158.9822,0.6826627,0.43775588,3.785686765,,21.6991479,57.81213494,1.118009495
ITT,ITT Inc.,164.9,USD,NYSE,-0.488805745,12862199524,USD,25.92033701,0.808641603,167.6513553,23.40966921,10.67114094,13.40347982,5.286681139,165.282381,147.8473,159.982,1.3851421,1.4266303,3.179093615,20.16715045,18.7805924,47.48428997,1.117926272
L,LOBLAWS COMPANIES LIMITED,58.77,CAD,TSX,-0.625634089,50129130438,USD,29.0695949,0.889127494,232.2215941,37.23292469,34.63917526,4.843457319,7.161416784,56.79047619,50.8151875,56.144,0.13045107,-0.039437722,0.949820756,22.14737977,14.93834129,76.71555727,1.117588638
BMW,BAY.MOTOREN WERKE AG ST,90.66,EUR,XETR,0.265428003,62220277527,USD,9.76487188,4.735682819,56.82407617,8.393114639,9.678199855,16.17119426,5.738278516,87.18857143,78.0555,82.4176,1.1578416,1.4828008,1.787439036,6.277879642,5.538369711,34.24250875,1.117007404
EMR,Emerson Electric Company,130.09,USD,NYSE,-0.611200244,73214648351,USD,27.94389311,1.610130644,90.66393082,26.00736149,4.113645458,13.17094389,-9.053411633,138.0933333,123.66365,136.6792,1.3112693,1.4143084,2.864323549,10.85839337,9.556020522,43.29195083,1.116684922
HO,THALES,231.8,EUR,EURONEXT,0.216169477,55169578199,USD,69.88242388,1.612903226,238.7898374,56.35750422,27.18792867,-10.57098765,-8.919449902,233.7,209.329,240.786,0.74792635,0.33319187,5.626897841,14.50621992,14.10599342,72.97444523,1.116424385
HSBA,HSBC HOLDINGS PLC ORD USD0.50,969.1,GBX,LSE,0.186084979,2.2519E+11,USD,12.56755918,5.29509387,190.9336448,48.49831899,10.21266917,9.490453056,2.98618491,945.2047619,846.645,919.022,1.1748601,1.5683217,13.05470386,10.80535655,0.905227424,68.20144121,1.116412147
BKW,BKW N,171.2,CHF,SIX,0.943396226,11064515146,USD,14.520534,2.048726467,93.44632768,8.149084018,12.1887287,0.234192037,-6.294471812,179.7714286,161.1045,177.198,0.5152208,0.37760425,3.23972238,12.66345772,8.014805862,20.57200476,1.115868449
TSCO,TESCO ORD GBP0.0633333,427.9,GBX,LSE,-0.834298957,37613705928,USD,18.20851064,3.206928839,87.92270531,25.41031285,13.98508258,12.28024141,0.469593801,420.3,376.753,412.278,0.9038362,0.48075986,5.759185179,13.71213095,,51.67563684,1.115585012
GILD,"Gilead Sciences, Inc.",116.14,USD,NASDAQ,-2.181420029,1.44107E+11,USD,23.10232336,2.627811,75.0282571,55.16366065,4.88575815,9.721303732,7.140221402,115.842381,103.8592,112.4622,0.34708232,0.47050604,2.816677013,33.2551706,25.1230963,69.77072254,1.115379099
APTV,Aptiv PLC,74.37,USD,NYSE,-1.037924152,16194797772,USD,12.32127769,0,-12.04021289,5.369793143,9.900990099,14.85714286,7.704561912,70.0452381,62.811,69.7364,1.4838531,1.0023463,2.015881079,15.51715552,12.80697855,30.1279261,1.1151747
CMI,Cummins Inc.,394.2,USD,NYSE,-0.542449855,54315253132,USD,18.53985693,1.836760439,87.21504559,30.78964831,2.838359595,25.17464753,14.26086957,382.9538095,343.41975,353.3938,1.0066916,1.2836328,8.182352273,27.56326148,17.82411605,58.80265543,1.115118771
LYV,"Live Nation Entertainment, Inc.",162.47,USD,NYSE,0.352069179,37684933641,USD,70.56856187,0,216.1510021,67.01274671,3.635899726,13.93408135,8.835744909,154.84,138.88155,150.4666,1.4621723,1.0067587,3.691051058,345.8736186,15.12779911,84.58272778,1.114906912
