Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat,perf_sum,perf_norm,MRAT,Diff,score
VRSK,"Verisk Analytics, Inc.",271.91,USD,NASDAQ,0.39,37989896868.0,USD,41.94,0.62,45.93,0.88,-7.1,-13.08,-9.39,273.45,291.53,291.96,0.83,0.26,5.8,245.09,36.02,-19.31,0.937982789,-19.31,0.98,0.94,0.93,1.92
PSA,Public Storage,286.76,USD,NYSE,-0.06,50312861077.0,USD,31.29,4.18,39.62,-12.07,-5.66,-3.35,0.43,283.4,301.18,287.92,0.85,0.4,4.79,18.99,,-21.08,0.940955869,-21.08,0.98,0.94,0.95,1.92
KHC,The Kraft Heinz Company,27.5,USD,NASDAQ,0.29,32548979187.0,USD,,5.84,-20.73,-22.07,-9.3,3.81,-0.11,27.72,29.14,27.11,0.2,0.19,0.61,-11.68,6.74,-27.56,0.95128932,-27.56,0.97,0.95,0.94,1.92
RO,ROCHE I,274.6,CHF,SIX,0.07,260040000000.0,USD,23.38,3.53,-14.61,-10.44,-12.27,-0.44,1.63,268.7,285.38,272.63,0.88,1.28,4.37,32.73,27.15,-23.14,0.941584799,-23.14,0.98,0.94,0.96,1.92
A,"Agilent Technologies, Inc.",117.15,USD,NYSE,-1.65,33278183293.0,USD,28.89,0.82,18.6,-16.31,-14.4,8.69,3.81,117.25,124.44,117.78,1.22,0.96,2.55,18.88,16.67,-22.02,0.942205261,-22.02,0.98,0.94,0.94,1.92
PG,Procter & Gamble Company (The),158.73,USD,NYSE,-0.49,371805000000.0,USD,24.39,2.59,15.45,-6.73,-5.2,-3.7,2.46,154.85,164.67,156.99,0.37,0.18,2.28,31.23,22.88,-15.63,0.940405166,-15.63,0.98,0.94,0.96,1.92
HEIO,HEINEKEN HOLDING,61.65,EUR,EURONEXT,-0.08,20256111427.0,USD,18.39,3.1,-10.33,-8.53,-9.34,-9.74,-8.4,60.45,63.8,63.03,0.72,0.92,0.84,10.3,8.79,-27.61,0.947462462,-27.61,0.97,0.95,0.97,1.92
ACI,"Albertsons Companies, Inc.",19.46,USD,NYSE,-1.27,10894611123.0,USD,11.86,2.89,30.34,-6.89,-4.84,-11.14,-4.79,19.52,20.64,20.62,0.31,-0.01,0.39,31.1,10.22,-22.87,0.945566031,-22.87,0.98,0.95,0.94,1.92
VER,VERBUND AG KAT. A,63.0,EUR,VIE,-0.47,25523013791.0,USD,12.38,4.45,43.84,-17.7,-9.87,-4.47,-5.97,64.96,68.58,65.33,0.49,0.22,1.23,18.55,16.04,-32.05,0.947239253,-32.05,0.97,0.95,0.92,1.92
IRM,Iron Mountain Incorporated (Delaware),90.55,USD,NYSE,-0.81,26743780915.0,USD,659.5,3.29,199.93,-17.43,-3.19,-5.25,-8.29,93.81,99.41,97.73,1.09,1.12,2.17,,,-25.87,0.943706604,-25.87,0.97,0.94,0.91,1.92
SHL,SIEMENS HEALTHINEERS AG,47.53,EUR,XETR,-0.54,61886736705.0,USD,24.64,1.97,20.67,-7.31,-13.83,-1.59,2.11,47.08,49.7,46.78,0.66,1.03,0.75,12.1,11.2,-22.74,0.94727613,-22.74,0.98,0.95,0.96,1.92
AVY,Avery Dennison Corporation,175.88,USD,NYSE,0.11,13715402478.0,USD,19.71,2.04,52.3,-17.58,-4.59,-1.35,-0.57,172.69,182.89,176.32,0.89,0.53,3.39,31.68,20.08,-23.52,0.944199143,-23.52,0.98,0.94,0.96,1.92
DT,"Dynatrace, Inc.",48.81,USD,NYSE,0.31,14716520774.0,USD,30.04,0.0,22.09,-2.38,-20.36,-8.8,-7.26,50.1,52.76,52.48,0.91,1.12,1.48,20.69,7.9,-31.54,0.949729726,-31.54,0.97,0.95,0.93,1.92
CLNX,"CELLNEX TELECOM, S.A.",29.98,EUR,BME,0.2,24494259288.0,USD,77.23,0.2,-40.16,-12.49,-3.38,-9.45,-10.64,30.64,32.43,31.93,0.58,0.59,0.5,2.04,1.36,-25.33,0.944716446,-25.33,0.97,0.94,0.92,1.92
CPT,Camden Property Trust,108.02,USD,NYSE,-0.38,15290525398.0,USD,75.38,3.84,23.21,-9.98,-10.61,-5.43,-4.75,108.29,116.08,111.9,0.79,0.7,2.0,3.3,,-26.02,0.932858609,-26.02,0.97,0.93,0.93,1.91
CDW,CDW Corporation,164.18,USD,NASDAQ,-1.64,21517552193.0,USD,20.41,1.49,47.0,-26.1,-14.7,-8.03,-7.62,169.66,176.45,174.03,0.94,1.12,4.14,46.39,19.98,-48.82,0.961489717,-48.82,0.95,0.96,0.93,1.91
DGE,DIAGEO PLC ORD GBP0.28 101/108,2108.0,GBX,LSE,-0.38,63064770311.0,USD,25.77,3.77,-19.08,-15.22,-1.95,2.48,7.28,1995.43,2157.05,1938.09,0.48,0.54,45.2,22.74,15.66,-14.7,0.925070789,-14.7,0.99,0.93,0.98,1.91
SWK,"Stanley Black & Decker, Inc.",73.13,USD,NYSE,-1.07,11319956933.0,USD,23.19,4.44,-54.34,-24.83,-19.1,13.82,4.06,71.32,76.15,70.02,1.15,1.34,2.27,5.38,7.07,-30.11,0.936529401,-30.11,0.97,0.94,0.96,1.91
RGA,"Reinsurance Group of America, Incorporated",191.35,USD,NYSE,-0.55,12647039466.0,USD,16.65,1.85,111.16,-7.86,-2.87,-3.03,-0.56,188.2,203.17,192.96,0.6,0.84,4.33,7.07,1.23,-13.76,0.926295336,-13.76,0.99,0.93,0.94,1.91
ZTS,Zoetis Inc.,155.61,USD,NYSE,-0.73,68963780299.0,USD,26.77,1.23,-2.59,-15.55,-1.38,-3.08,5.35,150.83,162.83,154.41,0.88,0.35,3.52,52.54,29.98,-20.01,0.926333045,-20.01,0.98,0.93,0.96,1.91
OC,Owens Corning Inc,148.51,USD,NYSE,-0.09,12419527859.0,USD,39.16,1.8,116.23,-8.33,-14.47,12.48,7.31,145.72,158.14,142.53,1.32,1.34,4.32,12.26,17.0,-10.31,0.921485595,-10.31,0.99,0.92,0.94,1.91
MKC,"McCormick & Company, Incorporated",71.07,USD,NYSE,1.7,19071904999.0,USD,24.68,2.53,-30.18,-9.28,-10.31,-0.41,0.45,70.35,75.91,72.27,0.66,0.32,1.41,14.19,10.79,-20.0,0.926772461,-20.0,0.98,0.93,0.94,1.91
UHS,"Universal Health Services, Inc.",183.95,USD,NYSE,-0.41,11704035386.0,USD,9.69,0.43,67.53,-19.16,0.59,-0.4,7.89,169.97,182.61,173.4,1.24,0.64,4.47,18.66,14.74,-18.98,0.930745549,-18.98,0.98,0.93,1.01,1.91
SGE,THE SAGE GROUP PLC GBP0.01051948,1086.82,GBX,LSE,-1.42,14125627066.0,USD,31.7,1.88,46.63,6.5,-16.59,-12.91,-13.88,1159.97,1238.85,1209.25,0.48,1.03,23.45,36.78,21.53,-23.01,0.936323199,-23.01,0.98,0.94,0.88,1.91
GLEN,GLENCORE PLC ORD USD0.01,290.65,GBX,LSE,-0.58,46530267957.0,USD,,2.98,70.75,-29.24,-10.29,9.1,-9.62,297.38,317.31,298.47,1.75,1.68,7.66,-5.26,1.94,-30.43,0.937170632,-30.43,0.97,0.94,0.92,1.91
STMPA,STMICROELECTRONICS,22.38,EUR,EURONEXT,0.04,23297750307.0,USD,34.79,1.48,-8.52,-20.58,-16.83,0.36,-18.67,22.13,23.32,24.65,1.12,1.37,0.63,3.92,2.9,-37.05,0.948878116,-37.05,0.96,0.95,0.96,1.91
CI,The Cigna Group,300.95,USD,NYSE,-1.19,80332005945.0,USD,16.43,1.91,67.73,-12.51,2.19,-4.22,1.74,285.39,308.45,301.1,0.48,0.34,7.61,12.31,9.34,-14.54,0.925242576,-14.54,0.99,0.93,0.98,1.91
BVI,BUREAU VERITAS,26.96,EUR,EURONEXT,-0.22,14167850539.0,USD,18.54,3.28,41.34,-7.35,-12.75,-10.31,-3.37,26.91,28.69,27.7,0.84,0.88,0.38,42.8,21.39,-30.42,0.937710044,-30.42,0.97,0.94,0.94,1.91
MRK,"Merck & Company, Inc.",86.08,USD,NYSE,1.68,215009000000.0,USD,13.27,3.78,5.96,-25.0,-2.18,11.01,7.78,82.18,88.39,81.54,0.4,0.44,2.0,35.44,24.97,-16.18,0.92967168,-16.18,0.98,0.93,0.97,1.91
GEHC,GE HealthCare Technologies Inc.,73.15,USD,NASDAQ,-0.97,33397514086.0,USD,14.98,0.18,16.11,-13.58,-20.09,6.79,-1.36,73.38,78.0,73.91,1.28,1.39,1.57,25.6,11.8,-26.88,0.940804427,-26.88,0.97,0.94,0.94,1.91
TRGP,"Targa Resources, Inc.",162.1,USD,NYSE,-0.47,34882602470.0,USD,23.21,2.15,774.33,13.75,-20.47,2.82,-0.77,164.98,181.24,168.05,1.13,1.01,3.95,60.3,16.68,-3.89,0.910314746,-3.89,1.0,0.91,0.89,1.91
SOBI,SWEDISH ORPHAN BIOVITRUM AB,287.4,SEK,OMXSTO,0.49,10166675195.0,USD,22.81,0.0,55.1,-3.88,-9.17,-4.39,5.04,276.55,299.0,279.84,0.11,0.97,5.85,11.6,11.31,-17.44,0.924939818,-17.44,0.98,0.92,0.96,1.91
UPM,UPM-KYMMENE CORPORATION,25.2,EUR,OMXHEX,2.4,15061492706.0,USD,38.83,6.11,7.23,-18.02,-13.93,0.84,6.02,23.95,25.41,23.69,1.0,1.16,0.53,3.33,6.49,-31.12,0.942257433,-31.12,0.97,0.94,0.99,1.91
HEIA,HEINEKEN,70.52,EUR,EURONEXT,-0.14,46342883427.0,USD,21.84,2.7,-9.36,-12.4,-9.43,-10.03,-10.67,69.43,73.66,73.07,0.66,0.81,1.15,9.79,9.92,-31.85,0.942564565,-31.85,0.97,0.94,0.96,1.91
INVH,Invitation Homes Inc.,30.58,USD,NYSE,0.1,18745791925.0,USD,68.17,3.76,5.48,-14.7,-5.03,-7.61,-4.76,30.65,32.7,31.91,0.78,0.41,0.55,5.65,,-27.34,0.937050887,-27.34,0.97,0.94,0.94,1.91
ERIE,Erie Indemnity Company,359.82,USD,NASDAQ,-1.22,16756950097.0,USD,30.33,1.47,70.38,-23.44,-7.55,4.29,1.47,359.42,389.04,354.01,0.32,0.42,8.13,31.14,,-26.7,0.923863652,-26.7,0.97,0.92,0.92,1.9
CTRA,Coterra Energy Inc.,23.44,USD,NYSE,0.9,17888002351.0,USD,11.23,3.7,20.02,-3.86,-18.64,-3.34,1.91,23.87,25.88,24.75,0.31,0.62,0.56,11.42,9.22,-25.84,0.922510142,-25.84,0.97,0.92,0.91,1.9
UTHR,United Therapeutics Corporation,310.66,USD,NASDAQ,1.36,14049990451.0,USD,12.13,0.0,187.25,-10.97,-15.26,1.6,5.67,301.88,327.21,295.96,0.57,0.66,8.23,19.3,22.15,-24.62,0.922589673,-24.62,0.98,0.92,0.95,1.9
PYPL,"PayPal Holdings, Inc.",67.55,USD,NASDAQ,-0.78,64535810926.0,USD,14.46,0.0,-66.22,-6.27,-12.77,-2.75,-9.65,70.03,75.62,72.18,1.42,1.36,1.78,22.92,18.14,-21.79,0.92605934,-21.79,0.98,0.93,0.89,1.9
COKE,"Coca-Cola Consolidated, Inc.",118.21,USD,NASDAQ,-0.51,10270782571.0,USD,19.69,0.84,341.08,-8.51,-18.06,4.82,2.57,114.79,124.44,112.99,0.8,0.51,2.53,41.45,21.82,-21.75,0.922386289,-21.75,0.98,0.92,0.95,1.9
MMC,"Marsh & McLennan Companies, Inc.",211.11,USD,NYSE,-0.05,103787000000.0,USD,25.34,1.58,85.4,-5.97,-8.24,-7.54,0.06,205.15,221.92,210.69,0.77,0.46,3.23,28.33,,-21.76,0.924446619,-21.76,0.98,0.92,0.95,1.9
EQR,Equity Residential,64.27,USD,NYSE,-0.33,24544587760.0,USD,24.59,4.24,17.71,-10.74,-10.36,-5.46,-4.12,64.28,69.61,66.22,0.94,0.78,1.19,9.2,,-26.56,0.923396052,-26.56,0.97,0.92,0.92,1.9
IR,Ingersoll Rand Inc.,77.45,USD,NYSE,-2.01,30782696047.0,USD,60.47,0.1,121.67,-14.59,-10.84,-2.85,-7.62,80.46,86.44,82.97,1.41,1.32,2.1,5.21,9.0,-28.28,0.930890888,-28.28,0.97,0.93,0.9,1.9
PGHN,PARTNERS GROUP N,1101.5,CHF,SIX,-0.32,35393525678.0,USD,25.57,3.77,20.36,-8.51,-21.21,0.78,-0.94,1115.45,1198.2,1075.55,1.59,1.55,20.58,46.59,,-28.94,0.93093773,-28.94,0.97,0.93,0.92,1.9
ESS,"Essex Property Trust, Inc.",262.76,USD,NYSE,0.27,16922801507.0,USD,21.12,3.83,23.76,-8.49,-11.0,-3.71,-8.02,263.6,286.15,276.37,0.81,0.84,5.71,14.4,,-23.19,0.92120377,-23.19,0.98,0.92,0.92,1.9
CHKP,Check Point Software Technologies Ltd.,188.41,USD,NASDAQ,-0.46,20417713748.0,USD,24.56,0.0,45.98,-0.31,-13.41,-15.6,-15.45,193.19,207.16,209.15,0.59,0.54,5.33,30.3,22.58,-29.32,0.932561828,-29.32,0.97,0.93,0.91,1.9
EXR,Extra Space Storage Inc,139.03,USD,NYSE,-0.44,29509620020.0,USD,30.22,4.64,32.02,-18.21,-10.95,-4.2,-6.11,140.55,150.28,145.36,1.08,0.57,2.76,6.97,,-33.36,0.935276627,-33.36,0.97,0.94,0.93,1.9
FANG,"Diamondback Energy, Inc.",138.0,USD,NASDAQ,0.09,39949083801.0,USD,9.81,3.8,248.13,-28.1,-14.23,2.75,-1.55,143.35,152.77,143.2,1.07,0.89,3.94,13.55,10.42,-39.58,0.938350042,-39.58,0.96,0.94,0.9,1.9
MRVL,"Marvell Technology, Inc.",71.21,USD,NASDAQ,-0.01,61397262080.0,USD,,0.34,107.25,1.29,-34.74,18.39,-2.42,76.17,83.03,74.36,1.83,2.3,3.06,-3.54,0.22,-15.05,0.917397505,-15.05,0.98,0.92,0.86,1.9
CHD,"Church & Dwight Company, Inc.",94.96,USD,NYSE,0.05,23133080823.0,USD,44.79,1.22,-1.26,-6.51,-8.82,-0.51,-1.81,93.75,102.35,95.7,0.43,0.02,1.63,12.07,14.21,-15.84,0.916023459,-15.84,0.98,0.92,0.93,1.9
UDR,"UDR, Inc.",38.56,USD,NYSE,-0.67,12776748429.0,USD,100.57,4.4,13.15,-8.5,-10.22,-3.55,-5.47,38.84,42.09,40.01,0.84,0.67,0.74,3.74,,-22.27,0.922849146,-22.27,0.98,0.92,0.92,1.9
ASML,ASML HOLDING,631.8,EUR,EURONEXT,-0.43,285476000000.0,USD,26.31,1.02,101.37,-25.27,-11.1,-3.7,4.6,622.78,659.42,646.27,1.87,1.7,14.34,58.25,44.05,-40.07,0.94444176,-40.07,0.96,0.94,0.96,1.9
MAA,"Mid-America Apartment Communities, Inc.",141.01,USD,NYSE,-0.95,16508201387.0,USD,29.04,4.23,22.94,-8.11,-11.87,-8.71,-6.01,143.08,155.19,146.97,0.21,-0.09,2.55,9.58,,-28.69,0.921993151,-28.69,0.97,0.92,0.91,1.89
WY,Weyerhaeuser Company,25.77,USD,NYSE,-0.96,18593338448.0,USD,67.07,3.15,-11.44,-14.64,-14.39,3.29,1.98,25.75,28.06,25.98,1.09,0.79,0.57,2.85,,-25.74,0.917513897,-25.74,0.97,0.92,0.92,1.89
JBHT,"J.B. Hunt Transport Services, Inc.",143.4,USD,NASDAQ,0.61,13881015912.0,USD,26.06,1.22,1.11,-17.47,-15.18,5.08,-3.41,143.82,156.77,145.74,1.28,0.88,3.91,14.33,12.46,-27.57,0.917398547,-27.57,0.97,0.92,0.91,1.89
BDX,"Becton, Dickinson and Company",196.63,USD,NYSE,-1.29,56359561204.0,USD,35.36,2.04,-22.09,-16.5,-13.18,15.32,11.61,187.76,206.77,180.14,0.21,0.44,3.87,6.26,6.32,-14.36,0.908097104,-14.36,0.99,0.91,0.95,1.89
OMC,Omnicom Group Inc.,77.48,USD,NYSE,-0.3,15009649790.0,USD,11.12,3.6,46.99,-19.86,-7.04,7.22,8.26,74.54,81.61,73.24,0.96,0.94,1.71,33.96,18.36,-19.68,0.913417065,-19.68,0.98,0.91,0.95,1.89
LMT,Lockheed Martin Corporation,447.2,USD,NYSE,0.27,104406000000.0,USD,25.18,2.93,14.42,-19.91,2.48,-4.44,5.78,430.34,471.74,449.25,0.26,0.38,7.96,73.06,16.5,-21.87,0.912242249,-21.87,0.98,0.91,0.95,1.89
WDAY,"Workday, Inc.",227.58,USD,NASDAQ,0.04,60763860489.0,USD,125.67,0.0,17.22,-2.33,-12.86,-5.8,-2.82,227.82,248.83,233.31,1.24,1.05,6.09,5.7,5.11,-20.99,0.91555776,-20.99,0.98,0.92,0.91,1.89
ELS,"Equity Lifestyle Properties, Inc.",60.36,USD,NYSE,-0.43,11697149377.0,USD,32.67,3.27,-8.11,-14.82,-8.84,-5.08,-0.66,60.3,65.32,61.35,0.71,0.09,1.15,23.16,,-28.73,0.923075095,-28.73,0.97,0.92,0.92,1.89
FDX,FedEx Corporation,225.28,USD,NYSE,-0.85,53143347525.0,USD,13.36,2.46,5.79,-22.52,-15.96,5.06,-0.55,228.45,246.8,229.42,1.31,0.96,6.11,14.68,8.29,-33.42,0.925614579,-33.42,0.97,0.93,0.91,1.89
LATO_B,"LATOUR, INVESTMENTAB. SER. B",245.8,SEK,OMXSTO,0.45,14990381472.0,USD,32.79,1.86,28.42,-16.54,-18.23,-3.61,-2.58,250.13,270.04,249.58,1.51,0.97,4.68,11.49,6.65,-38.37,0.926280811,-38.37,0.96,0.93,0.91,1.89
CTSH,Cognizant Technology Solutions Corporation,71.08,USD,NASDAQ,0.84,34715183958.0,USD,14.43,1.73,8.17,-6.2,-18.8,-9.93,-6.05,71.46,78.17,75.2,0.89,0.99,1.47,16.69,19.43,-34.94,0.914125185,-34.94,0.97,0.91,0.91,1.88
ONON,On Holding AG,44.58,USD,NYSE,-1.46,14389890710.0,USD,97.68,0.0,25.93,6.14,-13.5,-20.53,-15.2,47.4,52.05,50.64,2.24,1.52,1.9,9.66,16.91,-27.9,0.910591061,-27.9,0.97,0.91,0.86,1.88
DOCU,"DocuSign, Inc.",70.74,USD,NASDAQ,-0.49,14293919168.0,USD,13.37,0.0,-66.72,24.3,-17.94,-16.29,-10.84,73.43,82.98,75.41,1.01,1.11,2.26,70.2,13.5,-9.93,0.884974606,-9.93,0.99,0.88,0.85,1.88
PUIG,"PUIG BRANDS, S.A. CLASE B",15.97,EUR,BME,0.25,10414409218.0,USD,16.95,1.88,-37.37,-34.82,-11.28,-4.26,-0.93,16.12,17.32,16.36,0.04,0.63,0.33,23.71,,-50.35,0.930903636,-50.35,0.95,0.93,0.92,1.88
SGRO,SEGRO PLC ORD GBP0.10,632.4,GBX,LSE,-0.47,11525532990.0,USD,13.79,4.57,-35.28,-27.81,-10.32,-4.3,-5.86,640.38,691.9,659.75,1.11,1.11,11.84,5.2,,-42.43,0.925539749,-42.43,0.96,0.93,0.91,1.88
BMRN,BioMarin Pharmaceutical Inc.,58.07,USD,NASDAQ,0.19,11150287032.0,USD,17.2,0.0,-23.05,-37.89,-15.56,1.15,2.22,58.47,62.65,57.49,0.18,0.54,1.63,11.62,12.91,-52.3,0.933292807,-52.3,0.95,0.93,0.93,1.88
TAP,Molson Coors Beverage Company,51.74,USD,NYSE,0.82,10239287759.0,USD,10.19,3.55,39.91,-4.24,-14.75,-4.24,3.31,50.41,55.92,49.85,0.67,0.31,1.15,7.79,7.12,-23.22,0.901428428,-23.22,0.98,0.9,0.93,1.88
DIM,SARTORIUS STED BIO,175.95,EUR,EURONEXT,-0.2,19914747838.0,USD,76.02,0.38,-41.35,2.3,-15.53,-10.0,-1.87,174.34,192.16,187.6,0.74,1.48,4.22,5.71,6.64,-23.23,0.907267257,-23.23,0.98,0.91,0.92,1.88
TOU,TOURMALINE OIL CORP,57.39,CAD,TSX,0.67,15951519967.0,USD,14.32,2.98,223.14,-7.55,-17.13,-9.68,-5.23,58.94,64.25,61.97,0.51,0.69,0.95,9.76,6.56,-34.36,0.917290783,-34.36,0.97,0.92,0.89,1.88
OTIS,Otis Worldwide Corporation,87.57,USD,NYSE,-1.74,34369054872.0,USD,23.15,1.78,38.93,-5.98,-11.37,-9.5,-11.01,87.43,96.57,93.52,0.94,0.53,1.69,,74.87,-26.84,0.905325918,-26.84,0.97,0.91,0.91,1.88
CMCSA,Comcast Corporation,33.6,USD,NASDAQ,0.93,124058000000.0,USD,5.55,3.84,-21.61,-16.48,-8.08,-1.87,-4.3,32.92,36.33,34.23,0.92,0.55,0.72,25.44,9.59,-26.43,0.906113131,-26.43,0.97,0.91,0.92,1.88
CNR,CANADIAN NATIONAL RAILWAYS CO,130.75,CAD,TSX,0.45,58639767922.0,USD,18.02,2.66,-5.34,-15.66,-11.03,-10.45,-3.93,129.51,143.13,136.34,0.86,0.58,1.88,22.3,12.49,-37.13,0.904827148,-37.13,0.96,0.9,0.91,1.87
EQIX,"Equinix, Inc.",772.19,USD,NASDAQ,-0.53,75569589391.0,USD,75.59,2.31,-1.63,-6.51,-17.41,-10.72,-2.18,782.47,869.46,800.67,0.89,0.7,15.18,7.54,,-34.65,0.899948807,-34.65,0.97,0.9,0.89,1.87
BMY,Bristol-Myers Squibb Company,48.43,USD,NYSE,0.35,98576161892.0,USD,19.54,5.1,-22.31,-0.72,-12.63,3.2,3.24,46.78,53.19,47.22,0.37,0.28,1.09,29.31,17.98,-10.15,0.879529113,-10.15,0.99,0.88,0.91,1.87
BAH,Booz Allen Hamilton Holding Corporation,108.97,USD,NYSE,-0.22,13430409654.0,USD,13.38,1.94,25.41,-27.85,-3.2,2.03,-2.04,109.91,121.61,107.4,0.47,0.43,2.91,96.28,25.12,-29.01,0.903807873,-29.01,0.97,0.9,0.9,1.87
UN0,UNIPER SE,37.9,EUR,XETR,0.13,18295066139.0,USD,,0.0,-93.17,-13.55,-14.83,-4.17,1.61,36.86,40.94,37.42,0.99,0.78,0.98,-2.93,-32.75,-32.55,0.900441148,-32.55,0.97,0.9,0.93,1.87
AVB,"AvalonBay Communities, Inc.",190.43,USD,NYSE,-0.1,27113995716.0,USD,23.42,3.62,25.17,-11.92,-13.13,-4.5,-5.49,190.79,211.26,198.32,0.87,0.77,3.74,9.77,,-29.56,0.903110891,-29.56,0.97,0.9,0.9,1.87
ISRG,"Intuitive Surgical, Inc.",469.88,USD,NASDAQ,-2.2,168441000000.0,USD,65.57,0.0,101.67,-2.96,-22.35,-12.25,-8.95,481.66,530.04,504.8,1.6,1.19,10.55,16.02,15.66,-37.56,0.908732314,-37.56,0.96,0.91,0.89,1.87
LLY,Eli Lilly and Company,709.82,USD,NYSE,0.62,671814000000.0,USD,47.07,0.79,373.06,-25.72,-19.4,-0.03,-7.01,720.8,790.13,758.06,0.44,0.67,24.37,86.7,42.08,-45.14,0.912255606,-45.14,0.95,0.91,0.9,1.87
VRTX,Vertex Pharmaceuticals Incorporated,397.46,USD,NASDAQ,0.79,101905000000.0,USD,28.41,0.0,47.26,-18.76,-17.43,-7.28,-13.79,416.58,457.6,440.49,0.44,0.55,12.58,22.77,24.15,-43.48,0.91035395,-43.48,0.96,0.91,0.87,1.87
BOL,BOLLORE SE,5.04,EUR,EURONEXT,-0.1,16376818987.0,USD,,1.58,60.1,-13.48,-12.8,-11.19,-6.41,5.05,5.54,5.2,0.62,0.73,0.06,0.58,,-37.47,0.912420029,-37.47,0.96,0.91,0.91,1.87
BBY,"Best Buy Co., Inc.",72.39,USD,NYSE,0.17,15299387118.0,USD,17.69,5.23,-38.81,-15.83,-20.45,6.85,8.82,68.88,76.81,69.28,1.23,1.14,1.98,30.21,25.11,-29.43,0.89678674,-29.43,0.97,0.9,0.94,1.87
JD,"JD.com, Inc.",31.18,USD,NASDAQ,0.03,44667857959.0,USD,8.8,3.14,-59.5,19.74,-25.3,-6.23,-6.9,31.82,36.11,32.26,0.47,0.68,0.73,17.26,8.16,-11.79,0.881269324,-11.79,0.99,0.88,0.86,1.87
ALC,ALCON N,64.62,CHF,SIX,1.16,39470115339.0,USD,34.34,0.43,20.25,-19.65,-20.44,-9.77,-8.52,70.05,75.97,69.98,1.01,1.01,1.88,5.15,5.43,-49.86,0.922075534,-49.86,0.95,0.92,0.85,1.87
NESN,NESTLE N,75.85,CHF,SIX,-0.03,237100000000.0,USD,18.94,4.01,-31.22,-15.18,-8.53,-14.18,-2.26,72.74,80.9,76.59,0.83,0.67,1.07,33.41,16.92,-37.88,0.899159742,-37.88,0.96,0.9,0.94,1.86
SAN,SANOFI,87.45,EUR,EURONEXT,-0.02,123771000000.0,USD,11.89,4.5,0.76,-11.47,-14.62,-6.23,3.8,83.59,93.16,83.41,0.57,0.72,1.58,8.66,10.11,-32.32,0.897264881,-32.32,0.97,0.9,0.94,1.86
CVC,CVC CAPITAL,17.1,EUR,EURONEXT,-0.64,21231789614.0,USD,80.09,1.21,-1.38,-8.56,-25.56,1.91,-0.41,17.0,18.95,17.01,1.77,1.65,0.38,88.06,,-32.2,0.897119118,-32.2,0.97,0.9,0.9,1.86
DOC,"Healthpeak Properties, Inc.",17.28,USD,NYSE,0.35,12267477909.0,USD,73.63,7.03,-36.4,-20.92,-12.59,2.98,-6.19,17.19,19.22,17.61,1.02,0.57,0.36,1.97,,-30.53,0.894418342,-30.53,0.97,0.89,0.9,1.86
RMS,HERMES INTL,2069.0,EUR,EURONEXT,-0.05,251398000000.0,USD,48.48,1.24,198.04,-5.87,-24.3,-14.79,-11.62,2138.76,2375.63,2253.72,0.96,1.57,45.6,28.31,35.6,-44.95,0.900293461,-44.95,0.96,0.9,0.87,1.86
RYAN,"Ryan Specialty Holdings, Inc.",59.83,USD,NYSE,0.12,15777322015.0,USD,2601.3,0.77,133.71,-8.36,-4.27,-12.97,-8.4,60.11,67.58,63.7,0.64,0.47,1.6,9.44,,-25.61,0.889399385,-25.61,0.97,0.89,0.89,1.86
CFR,RICHEMONT N,133.75,CHF,SIX,-0.07,96877058269.0,USD,30.31,2.04,125.47,-1.87,-25.86,-16.48,-5.24,133.7,148.35,142.12,1.79,1.57,2.61,17.42,14.45,-44.21,0.901247913,-44.21,0.96,0.9,0.9,1.86
WSO,"Watsco, Inc.",405.63,USD,NYSE,-3.14,16501858902.0,USD,31.05,2.72,68.37,-14.54,-21.8,-10.17,-13.66,434.42,480.86,444.85,0.95,0.86,12.32,18.38,20.82,-46.5,0.903415675,-46.5,0.95,0.9,0.84,1.86
ERIC_A,"ERICSSON, TELEFONAB. L M SER. A",74.8,SEK,OMXSTO,0.54,25743945045.0,USD,14.43,3.75,-32.49,1.77,-12.62,-12.0,1.91,72.81,82.88,76.03,0.52,0.79,1.08,20.29,20.2,-22.85,0.87854629,-22.85,0.98,0.88,0.9,1.86
GPN,Global Payments Inc.,85.72,USD,NYSE,-0.06,20796282340.0,USD,14.99,1.17,-49.38,-21.64,-18.59,15.34,5.02,83.34,94.63,81.19,0.94,1.18,2.5,6.21,5.34,-24.89,0.880676129,-24.89,0.98,0.88,0.91,1.86
SLB,Schlumberger N.V.,33.81,USD,NYSE,1.35,50744334052.0,USD,11.58,3.36,80.61,-24.09,-20.07,2.08,0.51,33.67,37.9,34.52,1.04,0.94,0.89,19.78,15.64,-42.08,0.888581026,-42.08,0.96,0.89,0.89,1.85
